"Make","Model","Year","Engine.Fuel.Type","Engine.HP","Engine.Cylinders","Transmission.Type","Driven_Wheels","Number.of.Doors","Market.Category","Vehicle.Size","Vehicle.Style","highway.MPG","city.mpg","Class","MSRP"
"Nissan","Cube",2014,"regular unleaded",122,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Wagon",31,27,"1",19000
"Oldsmobile","Custom Cruiser",1991,"regular unleaded",170,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Wagon",23,15,"0",2000
"Oldsmobile","Cutlass Calais",1990,"regular unleaded",110,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",30,19,"0",2000
"Oldsmobile","Cutlass Ciera",1992,"regular unleaded",160,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",24,17,"0",2000
"Oldsmobile","Cutlass Ciera",1994,"regular unleaded",160,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Wagon",26,17,"0",2000
"Oldsmobile","Cutlass Supreme",1995,"regular unleaded",160,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",26,17,"0",2000
"Oldsmobile","Cutlass",1997,"regular unleaded",155,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",26,18,"0",2000
"Mazda","CX-3",2017,"regular unleaded",146,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",34,29,"0",21960
"Mazda","CX-5",2014,"regular unleaded",155,4,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",32,26,"0",22795
"Mazda","CX-5",2014,"regular unleaded",184,4,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",32,25,"0",24815
"Mazda","CX-5",2014,"regular unleaded",184,4,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",32,25,"0",27820
"Mazda","CX-5",2015,"regular unleaded",155,4,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",31,25,"0",24195
"Mazda","CX-5",2016,"regular unleaded",184,4,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",30,24,"0",24895
"Mazda","CX-5",2016,"regular unleaded",184,4,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",33,26,"0",25215
"Mazda","CX-5",2016,"regular unleaded",184,4,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",33,26,"0",23595
"Mazda","CX-7",2010,"premium unleaded (recommended)",244,4,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",25,18,"0",25950
"Mazda","CX-7",2010,"regular unleaded",161,4,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",28,20,"0",22490
"Mazda","CX-7",2012,"premium unleaded (recommended)",244,4,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",24,18,"0",31840
"Mazda","CX-7",2012,"regular unleaded",161,4,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",27,20,"0",22995
"Mazda","CX-9",2014,"regular unleaded",273,6,"AUTOMATIC","all wheel drive",4,"Crossover,Performance","Large","4dr SUV",22,16,"0",36625
"Mazda","CX-9",2015,"regular unleaded",273,6,"AUTOMATIC","all wheel drive",4,"Crossover","Large","4dr SUV",22,16,"0",34070
"Mazda","CX-9",2015,"regular unleaded",273,6,"AUTOMATIC","front wheel drive",4,"Crossover","Large","4dr SUV",24,17,"0",29985
"Mazda","CX-9",2016,"regular unleaded",227,4,"AUTOMATIC","all wheel drive",4,"Crossover","Large","4dr SUV",27,21,"0",33320
"Mazda","CX-9",2016,"regular unleaded",227,4,"AUTOMATIC","all wheel drive",4,"Crossover","Large","4dr SUV",27,21,"0",37770
"Dodge","Dakota",2008,"regular unleaded",210,6,"MANUAL","rear wheel drive",4,"N/A","Compact","Extended Cab Pickup",20,16,"1",24985
"Dodge","Dakota",2009,"regular unleaded",210,6,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Compact","Crew Cab Pickup",18,14,"1",29355
"Dodge","Dakota",2009,"regular unleaded",210,6,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Compact","Extended Cab Pickup",18,14,"1",27960
"Dodge","Dakota",2010,"regular unleaded",210,6,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Compact","Extended Cab Pickup",18,14,"1",27005
"Dodge","Dakota",2010,"regular unleaded",210,6,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Compact","Extended Cab Pickup",18,14,"1",27880
"Dodge","Dakota",2010,"regular unleaded",210,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Compact","Crew Cab Pickup",20,15,"1",26325
"Dodge","Dart",2014,"regular unleaded",184,4,"MANUAL","front wheel drive",4,"N/A","Midsize","Sedan",33,23,"1",20995
"Dodge","Dart",2015,"regular unleaded",184,4,"MANUAL","front wheel drive",4,"N/A","Midsize","Sedan",35,22,"1",19000
"Dodge","Dart",2015,"regular unleaded",160,4,"MANUAL","front wheel drive",4,"N/A","Midsize","Sedan",41,28,"1",20495
"Dodge","Dart",2016,"regular unleaded",160,4,"MANUAL","front wheel drive",4,"N/A","Midsize","Sedan",36,25,"1",16995
"Dodge","Dart",2016,"regular unleaded",184,4,"MANUAL","front wheel drive",4,"N/A","Midsize","Sedan",35,22,"1",20995
"Dodge","Daytona",1992,"regular unleaded",224,4,"MANUAL","front wheel drive",2,"Hatchback,Factory Tuner,Performance","Compact","2dr Hatchback",24,17,"1",2000
"Dodge","Daytona",1992,"regular unleaded",141,6,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",26,17,"1",2000
"Dodge","Daytona",1993,"regular unleaded",100,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",29,22,"1",2000
"Aston Martin","DB7",2003,"premium unleaded (required)",435,12,"MANUAL","rear wheel drive",2,"Exotic,Factory Tuner,High-Performance","Compact","Coupe",15,9,"0",156300
"Aston Martin","DBS",2012,"premium unleaded (required)",510,12,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Midsize","Convertible",17,11,"0",295987
"Land Rover","Defender",1997,"regular unleaded",182,8,"AUTOMATIC","four wheel drive",2,"Luxury","Compact","2dr SUV",14,12,"0",39669
"Cadillac","DeVille",2004,"regular unleaded",300,8,"AUTOMATIC","front wheel drive",4,"Luxury,Performance","Large","Sedan",24,16,"1",50750
"Cadillac","DeVille",2005,"regular unleaded",275,8,"AUTOMATIC","front wheel drive",4,"Luxury","Large","Sedan",22,15,"1",46430
"Mitsubishi","Diamante",2004,"premium unleaded (required)",210,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",23,15,"0",26819
"Land Rover","Discovery Series II",2001,"premium unleaded (required)",188,8,"AUTOMATIC","four wheel drive",4,"Luxury","Midsize","4dr SUV",16,12,"0",33350
"Land Rover","Discovery Series II",2002,"premium unleaded (required)",188,8,"AUTOMATIC","four wheel drive",4,"Luxury","Midsize","4dr SUV",16,12,"0",37150
"Land Rover","Discovery",2003,"premium unleaded (required)",217,8,"AUTOMATIC","four wheel drive",4,"Luxury","Midsize","4dr SUV",14,11,"0",34350
"Cadillac","DTS",2009,"regular unleaded",275,8,"AUTOMATIC","front wheel drive",4,"Luxury","Large","Sedan",23,15,"1",46280
"Cadillac","DTS",2010,"premium unleaded (recommended)",275,8,"AUTOMATIC","front wheel drive",4,"Luxury","Large","Sedan",23,15,"1",54425
"Cadillac","DTS",2011,"premium unleaded (recommended)",275,8,"AUTOMATIC","front wheel drive",4,"Luxury","Large","Sedan",23,15,"1",51925
"Dodge","Durango",2015,"premium unleaded (recommended)",360,8,"AUTOMATIC","rear wheel drive",4,"Crossover,Performance","Large","4dr SUV",23,14,"1",39995
"Dodge","Durango",2016,"regular unleaded",293,6,"AUTOMATIC","all wheel drive",4,"Crossover","Large","4dr SUV",25,18,"1",39595
"Dodge","Durango",2016,"regular unleaded",293,6,"AUTOMATIC","rear wheel drive",4,"Crossover,Performance","Large","4dr SUV",27,19,"1",30495
"Dodge","Durango",2016,"regular unleaded",293,6,"AUTOMATIC","rear wheel drive",4,"Crossover,Performance","Large","4dr SUV",27,19,"1",36995
"Dodge","Durango",2017,"regular unleaded",295,6,"AUTOMATIC","all wheel drive",4,"Crossover","Large","4dr SUV",25,18,"1",43995
"Dodge","Dynasty",1991,"regular unleaded",100,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",24,18,"1",2000
"Dodge","Dynasty",1993,"regular unleaded",141,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",26,18,"1",2000
"Ford","E-150",1996,"regular unleaded",145,6,"AUTOMATIC","rear wheel drive",3,"N/A","Midsize","Passenger Van",15,11,"1",2000
"Ford","E-150",1998,"regular unleaded",200,6,"AUTOMATIC","rear wheel drive",3,"N/A","Midsize","Passenger Van",17,12,"1",2256
"Ford","E-250",1996,"regular unleaded",145,6,"AUTOMATIC","rear wheel drive",3,"N/A","Midsize","Cargo Van",13,11,"1",2000
"Ford","E-250",1997,"regular unleaded",200,6,"AUTOMATIC","rear wheel drive",3,"N/A","Large","Cargo Van",17,12,"1",2000
"Mercedes-Benz","E-Class",2015,"premium unleaded (required)",302,6,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance,Hybrid","Midsize","Sedan",29,24,"0",57100
"Mercedes-Benz","E-Class",2015,"diesel",195,4,"AUTOMATIC","all wheel drive",4,"Diesel,Luxury","Midsize","Sedan",38,27,"0",54300
"Mercedes-Benz","E-Class",2015,"premium unleaded (required)",402,8,"AUTOMATIC","rear wheel drive",2,"Luxury,High-Performance","Midsize","Convertible",26,17,"0",67750
"Mercedes-Benz","E-Class",2015,"premium unleaded (required)",329,6,"AUTOMATIC","rear wheel drive",2,"Luxury,Performance","Midsize","Convertible",29,20,"0",61350
"Mercedes-Benz","E-Class",2016,"premium unleaded (required)",302,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Midsize","Wagon",27,20,"0",59900
"Mercedes-Benz","E-Class",2016,"premium unleaded (required)",302,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Midsize","Wagon",27,20,"0",59900
"Mercedes-Benz","E-Class",2016,"premium unleaded (required)",302,6,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Midsize","Sedan",29,20,"0",53100
"Mercedes-Benz","E-Class",2016,"diesel",195,4,"AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Midsize","Sedan",42,28,"0",52650
"Mercedes-Benz","E-Class",2016,"diesel",195,4,"AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Midsize","Sedan",42,28,"0",52650
"Mercedes-Benz","E-Class",2017,"premium unleaded (required)",329,6,"AUTOMATIC","rear wheel drive",2,"Luxury,Performance","Midsize","Convertible",29,20,"0",62600
"Mercedes-Benz","E-Class",2017,"premium unleaded (required)",329,6,"AUTOMATIC","all wheel drive",2,"Luxury,Performance","Midsize","Coupe",28,20,"0",57050
"Mercedes-Benz","E-Class",2017,"premium unleaded (required)",402,8,"AUTOMATIC","rear wheel drive",2,"Luxury,High-Performance","Midsize","Coupe",26,18,"0",60650
"Volkswagen","e-Golf",2015,"electric",115,NA,"DIRECT_DRIVE","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",105,126,"0",33450
"Ford","E-Series Van",2012,"flex-fuel (unleaded/E85)",225,8,"AUTOMATIC","rear wheel drive",3,"Flex Fuel","Midsize","Cargo Van",17,13,"1",26630
"Ford","E-Series Van",2012,"flex-fuel (unleaded/E85)",225,8,"AUTOMATIC","rear wheel drive",3,"Flex Fuel","Large","Cargo Van",17,13,"1",28985
"Ford","E-Series Van",2013,"flex-fuel (unleaded/E85)",255,8,"AUTOMATIC","rear wheel drive",3,"Flex Fuel","Midsize","Cargo Van",16,12,"1",31485
"Ford","E-Series Van",2014,"flex-fuel (unleaded/E85)",255,8,"AUTOMATIC","rear wheel drive",3,"Flex Fuel","Midsize","Cargo Van",16,12,"1",32760
"Ford","E-Series Wagon",2012,"flex-fuel (unleaded/E85)",255,8,"AUTOMATIC","rear wheel drive",3,"Flex Fuel","Midsize","Passenger Van",15,11,"1",31855
"Ford","E-Series Wagon",2014,"flex-fuel (unleaded/E85)",255,8,"AUTOMATIC","rear wheel drive",3,"Flex Fuel","Midsize","Passenger Van",15,11,"1",35860
"Toyota","ECHO",2003,"regular unleaded",108,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",38,30,"1",10245
"Toyota","ECHO",2004,"regular unleaded",108,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",36,28,"1",11685
"Toyota","ECHO",2004,"regular unleaded",108,4,"AUTOMATIC","front wheel drive",2,"N/A","Compact","Coupe",36,28,"1",11155
"Mitsubishi","Eclipse",2010,"regular unleaded",162,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",28,20,"0",20699
"Mitsubishi","Eclipse",2012,"regular unleaded",162,4,"AUTOMATIC","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",28,20,"0",20499
"Mitsubishi","Eclipse",2012,"regular unleaded",162,4,"AUTOMATIC","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",28,20,"0",24699
"Ford","Edge",2015,"premium unleaded (recommended)",245,4,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",30,20,"1",28100
"Ford","Edge",2015,"premium unleaded (recommended)",245,4,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",30,20,"1",35600
"Hyundai","Elantra Coupe",2013,"regular unleaded",145,4,"AUTOMATIC","front wheel drive",2,"N/A","Compact","Coupe",37,27,"0",18595
"Hyundai","Elantra Coupe",2013,"regular unleaded",148,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",38,28,"0",17595
"Hyundai","Elantra Coupe",2014,"regular unleaded",173,4,"AUTOMATIC","front wheel drive",2,"N/A","Compact","Coupe",34,24,"0",19600
"Hyundai","Elantra GT",2015,"regular unleaded",173,4,"AUTOMATIC","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",33,24,"0",19800
"Hyundai","Elantra Touring",2010,"regular unleaded",138,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",31,23,"0",15995
"Hyundai","Elantra Touring",2010,"regular unleaded",138,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",31,23,"0",18995
"Hyundai","Elantra Touring",2011,"regular unleaded",138,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",31,23,"0",15995
"Hyundai","Elantra Touring",2012,"regular unleaded",138,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",30,23,"0",20295
"Hyundai","Elantra",2015,"regular unleaded",173,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",34,24,"0",21600
"Hyundai","Elantra",2017,"regular unleaded",147,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",37,28,"0",22350
"Hyundai","Elantra",2017,"regular unleaded",147,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",38,29,"0",20250
"Cadillac","Eldorado",2000,"regular unleaded",300,8,"AUTOMATIC","front wheel drive",2,"Luxury","Large","Coupe",25,15,"1",3257
"Honda","Element",2009,"regular unleaded",166,4,"MANUAL","all wheel drive",4,"Crossover","Compact","4dr SUV",23,18,"1",22785
"Honda","Element",2009,"regular unleaded",166,4,"MANUAL","front wheel drive",4,"Crossover","Compact","4dr SUV",23,18,"1",23270
"Honda","Element",2009,"regular unleaded",166,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",24,19,"1",21475
"Honda","Element",2010,"regular unleaded",166,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",25,20,"1",24320
"Lotus","Elise",2009,"premium unleaded (required)",189,4,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",27,21,"0",43995
"Buick","Enclave",2015,"regular unleaded",288,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",24,17,"0",43450
"Buick","Enclave",2016,"regular unleaded",288,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",22,15,"0",39065
"Buick","Enclave",2017,"regular unleaded",288,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",22,15,"0",43765
"Buick","Encore",2015,"regular unleaded",138,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",33,25,"0",27950
"Buick","Encore",2016,"regular unleaded",138,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",33,25,"0",29785
"Buick","Encore",2016,"regular unleaded",138,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",30,23,"0",27855
"Buick","Encore",2017,"regular unleaded",138,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",33,25,"0",26865
"Buick","Encore",2017,"regular unleaded",138,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",30,24,"0",30565
"Mitsubishi","Endeavor",2008,"premium unleaded (required)",225,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",22,15,"0",27599
"Buick","Envision",2016,"premium unleaded (recommended)",252,4,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",26,20,"0",42070
"Buick","Envision",2016,"premium unleaded (recommended)",252,4,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",26,20,"0",44710
"Buick","Envision",2017,"flex-fuel (unleaded/E85)",197,4,"AUTOMATIC","all wheel drive",4,"Crossover,Flex Fuel","Midsize","4dr SUV",28,21,"0",39570
"Buick","Envision",2017,"premium unleaded (recommended)",252,4,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",26,20,"0",44960
"Buick","Envision",2017,"flex-fuel (unleaded/E85)",197,4,"AUTOMATIC","front wheel drive",4,"Crossover,Flex Fuel","Midsize","4dr SUV",29,22,"0",35870
"GMC","Envoy XL",2005,"regular unleaded",275,6,"AUTOMATIC","rear wheel drive",4,"N/A","Large","4dr SUV",18,13,"0",33810
"GMC","Envoy XL",2005,"regular unleaded",300,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","4dr SUV",19,13,"0",38160
"GMC","Envoy XUV",2005,"regular unleaded",275,6,"AUTOMATIC","rear wheel drive",4,"N/A","Large","4dr SUV",18,13,"0",33865
"GMC","Envoy",2007,"regular unleaded",291,6,"AUTOMATIC","four wheel drive",4,"N/A","Midsize","4dr SUV",20,14,"0",32960
"GMC","Envoy",2007,"regular unleaded",302,8,"AUTOMATIC","four wheel drive",4,"N/A","Midsize","4dr SUV",19,13,"0",37190
"GMC","Envoy",2008,"regular unleaded",285,6,"AUTOMATIC","four wheel drive",4,"N/A","Midsize","4dr SUV",20,14,"0",34020
"GMC","Envoy",2008,"regular unleaded",285,6,"AUTOMATIC","rear wheel drive",4,"N/A","Midsize","4dr SUV",20,14,"0",27980
"GMC","Envoy",2009,"regular unleaded",285,6,"AUTOMATIC","rear wheel drive",4,"N/A","Midsize","4dr SUV",20,14,"0",30625
"GMC","Envoy",2009,"regular unleaded",285,6,"AUTOMATIC","four wheel drive",4,"N/A","Midsize","4dr SUV",20,14,"0",32760
"Suzuki","Equator",2010,"regular unleaded",152,4,"AUTOMATIC","rear wheel drive",4,"N/A","Compact","Extended Cab Pickup",22,17,"0",22075
"Suzuki","Equator",2010,"regular unleaded",261,6,"AUTOMATIC","four wheel drive",4,"N/A","Compact","Crew Cab Pickup",19,15,"0",28850
"Suzuki","Equator",2010,"regular unleaded",152,4,"MANUAL","rear wheel drive",4,"N/A","Compact","Extended Cab Pickup",23,19,"0",17520
"Suzuki","Equator",2010,"regular unleaded",261,6,"AUTOMATIC","rear wheel drive",4,"N/A","Compact","Extended Cab Pickup",20,15,"0",23245
"Suzuki","Equator",2010,"regular unleaded",261,6,"AUTOMATIC","four wheel drive",4,"N/A","Compact","Crew Cab Pickup",19,15,"0",27825
"Suzuki","Equator",2012,"regular unleaded",152,4,"MANUAL","rear wheel drive",4,"N/A","Compact","Extended Cab Pickup",23,19,"0",19299
"Chevrolet","Equinox",2015,"regular unleaded",182,4,"AUTOMATIC","all wheel drive",4,"Crossover,Flex Fuel","Compact","4dr SUV",29,20,"0",26270
"Chevrolet","Equinox",2015,"regular unleaded",182,4,"AUTOMATIC","all wheel drive",4,"Crossover,Flex Fuel","Compact","4dr SUV",29,20,"0",33670
"Chevrolet","Equinox",2016,"regular unleaded",182,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",32,22,"0",22600
"Chevrolet","Equinox",2016,"regular unleaded",182,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",32,22,"0",26450
"Chevrolet","Equinox",2017,"regular unleaded",182,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",28,20,"0",27260
"Chevrolet","Equinox",2017,"regular unleaded",182,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",32,22,"0",23100
"Lexus","ES 300h",2017,"regular unleaded",200,4,"AUTOMATIC","front wheel drive",4,"Luxury,Hybrid","Midsize","Sedan",39,40,"0",41820
"Lexus","ES 330",2006,"regular unleaded",218,6,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",27,18,"0",32300
"Lexus","ES 350",2015,"regular unleaded",268,6,"AUTOMATIC","front wheel drive",4,"Luxury,Performance","Midsize","Sedan",31,21,"0",40440
"Lexus","ES 350",2016,"regular unleaded",268,6,"AUTOMATIC","front wheel drive",4,"Luxury,Performance","Midsize","Sedan",31,21,"0",38100
"Cadillac","Escalade ESV",2015,"flex-fuel (unleaded/E85)",420,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel,Luxury,Performance","Large","4dr SUV",20,14,"1",85795
"Cadillac","Escalade ESV",2015,"flex-fuel (unleaded/E85)",420,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel,Luxury,Performance","Large","4dr SUV",21,15,"1",83195
